阿里云域名,"Alibaba Cloud Domain"
可恢复工作区,"Can Restore Workspace"
先保存成工作区，稍后继续也不会丢。,"Save as workspace first, so you can continue later without losing progress."
"工作区会保留当前 provider、阶段、推荐结果、补充消息和后续 handoff 信息。","The workspace will retain the current provider, stage, recommended results, supplementary messages, and subsequent handoff information."
创建当前工作区,"Create current workspace"
最近工作区,"Recent workspaces"
还没有历史工作区，创建后会显示在这里。,"No historical workspaces yet. They will appear here once created."
快速开始,"Quick Start"
"默认先开 AI。你只需要描述建站目标，域名和服务商可以由 AI 先推荐。","AI is enabled by default. You only need to describe your website goals; the AI can recommend the domain and service provider first."
你想做什么网站,"What kind of website do you want to create?"
"先让 AI 推荐域名、服务商和页面方案","First, let the AI recommend domains, service providers, and page plans"
"模拟环境域名推荐（仅影响 AI 推荐域名）","Simulated environment domain recommendation (only affects AI-recommended domains)"
目标域名,"Target domain"
"AI 模式下可留空","Can be left blank in AI mode"
购买服务商账号,"Purchase service provider account"
稍后再决定,"Decide later"
"推荐先开 AI，让系统先推荐域名和页面方案，再决定是否进入 provider 的扩展流程。","It is recommended to enable AI first, let the system recommend domain and page plans, then decide whether to proceed with the provider's extension process."
开始建站,"Building site"
先保存成工作区,"Save as workspace first"
执行日志,"Execution log"
"这里会实时显示 AI 推荐、工具执行和建站进度。","AI recommendations, tool execution, and site building progress will be displayed here in real time."
"已接入的 AI 建站流程","Connected AI website building process"
"同一个工作台入口，不同 provider 可以扩展自己的专属流程和工具。","Same workspace entry, different providers can extend their own dedicated workflows and tools."
删除最近会话,"Delete recent session"
例如：做一个面向海外客户的品牌站，需要首页、产品页、FAQ、联系我们和订阅入口,"e.g., Build a brand site for overseas customers, requiring homepage, product page, FAQ, Contact Us, and subscription entry"
"AI 可为你推荐。","AI can make recommendations for you."
可选（用于快速开始）。如需实时可用性检测则必须选择。,"Optional (for quick start). Must be selected if real-time availability detection is needed."
"关闭 AI 后请手动确认。","Please confirm manually after closing AI."
"关闭 AI 后请先选择服务商账号。","Please select a service provider account before closing AI."
"AI 会先推荐域名、服务商和页面方案，你只需确认结果。","AI will first recommend domain names, service providers and page plans, and you only need to confirm the results."
手动模式会保留同样的引导流程，但关键信息需要你自行填写。,"Manual mode will retain the same setup flow, but you will need to fill in the key information yourself."
当前无法创建工作区。,"Unable to create workspace at this time."
网络请求失败，请重试。,"Network request failed, please try again."
终端仍在加载中，请稍后重试。,"The terminal is still loading, please try again later."
请先描述建站目标，或先提供一个域名。,"Please describe the website goal first, or provide a domain name."
"AI 进行实时可用性检测前，请先选择服务商账号。","Before AI performs real-time availability detection, please select a service provider account."
"AI 正在使用所选服务商检测实时可用性...","AI is detecting real-time availability using the selected provider..."
你已手动修改域名；如需最新检测结果，请重新推荐。,"You have manually modified the domain name; please re-recommend for the latest detection results."
服务商已变更，请重新推荐以重新检测可用性。,"The service provider has changed. Please re-recommend to re-check availability."
暂未找到可用域名，请尝试更换简报或偏好域名。,"No available domain found. Try a different newsletter or preferred domain."
请先选择服务商账号，再检测手填域名可用性。,"Please select a service provider account first, then check the availability of the manually entered domain name."
正在检测当前域名可用性...,"Detecting current domain availability..."
"域名 %{1} 当前可用，可继续建站。","Domain %{1} is currently available. You can proceed with site setup."
"域名 %{1} 当前不可用，请更换后重试。","Domain %{1} is currently unavailable. Please try again with a different domain."
开始建站前需要选择服务商账号，以完成域名可用性检查。,"Before starting site creation, you need to select a service provider account to complete the domain availability check."
开始建站前域名可用性检查未通过，请调整后重试。,"Domain availability check failed before building site, please adjust and retry."
"模拟环境已开启，已推荐域名 %{1}","Simulated environment is enabled, recommended domain %{1}"
已检测,Detected
"正在准备 AI 引导建站流程...","Preparing AI-guided website building process..."
连接中...,Connecting...
已连接,Connected
已断开,Disconnected
连接失败，请重试。,"Connection failed, please retry."
"AI 规划完成，正在进入虚拟主题编辑...","AI planning completed, entering virtual theme editing..."
规划已完成，请手动点击“先保存成工作区”进入下一步。,"Planning completed. Please manually click ""Save as Workspace First"" to proceed."
将自动开始域名购买并展示进度（不阻塞后续虚拟主题流程）。,"Will automatically start the domain purchase and display progress (does not block subsequent virtual theme processes)."
确定删除这条最近会话吗？,"Are you sure you want to delete this recent conversation?"
删除最近会话失败,"Failed to delete recent session"
返回工作台入口,"Return to Workspace Entry"
返回入口,"Return to Entry"
"状态 JSON","Status JSON"
打开预览,"Open preview"
当前阶段,"Current stage"
Provider,Provider
域名购买进度,"Domain purchase progress"
流程订单,"Process Orders"
展开域名阶段日志,"Expand domain stage logs"
暂无域名购买日志。,"No domain purchase logs."
预览站点,"Preview site"
虚拟主题可视化编辑,"Virtual theme visual editing"
在当前阶段可直接调整主题方向，并跳转可视化编辑工作区。,"At this stage, you can directly adjust the theme direction and jump to the visual editing workspace."
"数据库主题 ID","Database Theme ID"
虚拟主题名称,"Virtual theme name"
主题风格方向,"Theme Style Direction"
主题色方案,"Theme Color Scheme"
可视化编辑工作区,"Visual Editing Workspace"
主题编辑备注,"Theme Edit Notes"
页面类型（虚拟主题阶段可编辑）,"Page type (editable during virtual theme stage)"
高级布局与组件配置（开发者）,"Advanced layout and component configuration (developer)"
当前编辑页面类型,"Current edit page type"
"页面布局 JSON（数据库）","Page layout JSON (database)"
"AI 组件模板（保存到虚拟主题）","AI component template (save to virtual theme)"
保存虚拟主题到数据库,"Save virtual theme to database"
保存当前页面布局,"Save current page layout"
"保存 AI 组件到虚拟主题","Save AI Component to Virtual Theme"
"PageBuilder provider 下这里是镜像入口，虚拟主题、布局和组件写入以 PageBuilder 原生工作区为准。","Here is the image entry under PageBuilder provider. Virtual themes, layouts and components are written in the PageBuilder native workspace."
打开可视化编辑器,"Open visual editor"
新窗口查看预览,"Preview in New Window"
当前还没有可预览地址，先完成前置步骤后会自动可用。,"No preview URL is currently available. It will become available automatically after completing the prerequisite steps."
确认页面类型并生成虚拟主题,"Confirm the page type and generate a virtual theme"
请选择要生成的页面类型（默认全部选中），确认后将自动生成虚拟主题和页面布局。,"Please select the page types to generate (all selected by default). After confirmation, virtual topics and page layouts will be automatically generated."
